[Header]	
System	TOC-L	
S/W Version	1.00	
User		
Date/Time	5/07/2018 11:21:12 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	
Unknown	TOC	900m_SP1_HWC_diluted1to20	71	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:43:08 PM	1	3	TC	169.9	46.39	TOC:46.13mg/L TC:46.72mg/L IC:0.5933mg/L	0	50	
Unknown	TOC	900m_SP1_HWC_diluted1to20	71	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 8:46:04 PM	1	1	IC	2.449	0.7113	TOC:46.13mg/L TC:46.72mg/L IC:0.5933mg/L	0	50	
Unknown	TOC	900m_SP1_HWC_diluted1to20	71	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 8:48:13 PM	1	2	IC	1.583	0.4598	TOC:46.13mg/L TC:46.72mg/L IC:0.5933mg/L	0	50	
Unknown	TOC	900m_SP1_HWC_diluted1to20	71	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 8:50:54 PM	1	3	IC	2.096	0.6088	TOC:46.13mg/L TC:46.72mg/L IC:0.5933mg/L	0	50	
Unknown	TOC	1000m_SP1_HWC_diluted1to20	72	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:56:34 PM	1	1	TC	170.8	46.64	TOC:46.00mg/L TC:46.60mg/L IC:0.6058mg/L	0	50	
Unknown	TOC	1000m_SP1_HWC_diluted1to20	72	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 8:59:55 PM	1	2	TC	175.5	47.92	TOC:46.00mg/L TC:46.60mg/L IC:0.6058mg/L	0	50	
Unknown	TOC	1000m_SP1_HWC_diluted1to20	72	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 9:02:43 PM	1	3	TC	165.7	45.25	TOC:46.00mg/L TC:46.60mg/L IC:0.6058mg/L	0	50	
Unknown	TOC	1000m_SP1_HWC_diluted1to20	72	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 9:05:23 PM	1	1	IC	0.8876	0.2578	TOC:46.00mg/L TC:46.60mg/L IC:0.6058mg/L	0	50	
Unknown	TOC	1000m_SP1_HWC_diluted1to20	72	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 9:07:54 PM	1	2	IC	4.119	1.196	TOC:46.00mg/L TC:46.60mg/L IC:0.6058mg/L	0	50	
Unknown	TOC	1000m_SP1_HWC_diluted1to20	72	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 9:10:03 PM	1	3	IC	1.251	0.3633	TOC:46.00mg/L TC:46.60mg/L IC:0.6058mg/L	0	50	
Unknown	TOC	summit_SP3_HWC_diluted1to20	73	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 9:18:04 PM	1	1	TC	102.2	27.91	TOC:26.80mg/L TC:27.68mg/L IC:0.8758mg/L	0	50	
Unknown	TOC	summit_SP3_HWC_diluted1to20	73	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 9:20:53 PM	1	2	TC	101.0	27.58	TOC:26.80mg/L TC:27.68mg/L IC:0.8758mg/L	0	50	
Unknown	TOC	summit_SP3_HWC_diluted1to20	73	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 9:23:50 PM	1	3	TC	100.9	27.55	TOC:26.80mg/L TC:27.68mg/L IC:0.8758mg/L	0	50	
Unknown	TOC	summit_SP3_HWC_diluted1to20	73	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 9:27:13 PM	1	1	IC	2.868	0.8330	TOC:26.80mg/L TC:27.68mg/L IC:0.8758mg/L	0	50	
Unknown	TOC	summit_SP3_HWC_diluted1to20	73	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 9:29:46 PM	1	2	IC	4.349	1.263	TOC:26.80mg/L TC:27.68mg/L IC:0.8758mg/L	0	50	
Unknown	TOC	summit_SP3_HWC_diluted1to20	73	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 9:32:15 PM	1	3	IC	1.829	0.5312	TOC:26.80mg/L TC:27.68mg/L IC:0.8758mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	74	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 9:37:52 PM	1	1	TC	167.0	45.60	TOC:44.88mg/L TC:45.44mg/L IC:0.5546mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	74	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 9:40:41 PM	1	2	TC	167.4	45.71	TOC:44.88mg/L TC:45.44mg/L IC:0.5546mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	74	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 9:43:32 PM	1	3	TC	164.8	45.00	TOC:44.88mg/L TC:45.44mg/L IC:0.5546mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	74	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 9:46:28 PM	1	1	IC	2.509	0.7287	TOC:44.88mg/L TC:45.44mg/L IC:0.5546mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	74	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 9:48:37 PM	1	2	IC	1.635	0.4749	TOC:44.88mg/L TC:45.44mg/L IC:0.5546mg/L	0	50	
Unknown	TOC	800m_SP2_HWC_diluted1to20	74	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 9:50:57 PM	1	3	IC	1.585	0.4603	TOC:44.88mg/L TC:45.44mg/L IC:0.5546mg/L	0	50	
Unknown	TOC	300m_SP3_HWC_diluted1to20	75	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 9:56:29 PM	1	1	TC	36.89	10.07	TOC:9.655mg/L TC:10.07mg/L IC:0.4151mg/L	0	50	
Unknown	TOC	300m_SP3_HWC_diluted1to20	75	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 9:59:26 PM	1	2	TC	36.75	10.04	TOC:9.655mg/L TC:10.07mg/L IC:0.4151mg/L	0	50	
Unknown	TOC	300m_SP3_HWC_diluted1to20	75	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 10:02:39 PM	1	3	TC	36.99	10.10	TOC:9.655mg/L TC:10.07mg/L IC:0.4151mg/L	0	50	
Unknown	TOC	300m_SP3_HWC_diluted1to20	75	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 10:05:13 PM	1	1	IC	2.048	0.5948	TOC:9.655mg/L TC:10.07mg/L IC:0.4151mg/L	0	50	
Unknown	TOC	300m_SP3_HWC_diluted1to20	75	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 10:08:07 PM	1	2	IC	1.323	0.3842	TOC:9.655mg/L TC:10.07mg/L IC:0.4151mg/L	0	50	
Unknown	TOC	300m_SP3_HWC_diluted1to20	75	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 10:10:38 PM	1	3	IC	0.9162	0.2661	TOC:9.655mg/L TC:10.07mg/L IC:0.4151mg/L	0	50	
Unknown	TOC	200m_SP1_HWC_diluted1to20	76	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 10:16:10 PM	1	1	TC	62.22	16.99	TOC:16.40mg/L TC:17.02mg/L IC:0.6238mg/L	0	50	
Unknown	TOC	200m_SP1_HWC_diluted1to20	76	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 10:19:05 PM	1	2	TC	62.49	17.06	TOC:16.40mg/L TC:17.02mg/L IC:0.6238mg/L	0	50	
Unknown	TOC	200m_SP1_HWC_diluted1to20	76	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 10:22:03 PM	1	3	TC	62.31	17.01	TOC:16.40mg/L TC:17.02mg/L IC:0.6238mg/L	0	50	
Unknown	TOC	200m_SP1_HWC_diluted1to20	76	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 10:25:08 PM	1	1	IC	5.614	1.631	TOC:16.40mg/L TC:17.02mg/L IC:0.6238mg/L	0	50	
Unknown	TOC	200m_SP1_HWC_diluted1to20	76	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 10:27:18 PM	1	2	IC	0.3818	0.1109	TOC:16.40mg/L TC:17.02mg/L IC:0.6238mg/L	0	50	
Unknown	TOC	200m_SP1_HWC_diluted1to20	76	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 10:29:27 PM	1	3	IC	0.4473	0.1299	TOC:16.40mg/L TC:17.02mg/L IC:0.6238mg/L	0	50	
Unknown	TOC	500m_SP2_HWC_diluted1to20	77	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 10:35:15 PM	1	1	TC	73.22	19.99	TOC:20.70mg/L TC:21.11mg/L IC:0.4083mg/L	0	50	
Unknown	TOC	500m_SP2_HWC_diluted1to20	77	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 10:40:25 PM	1	2	TC	84.30	23.02	TOC:20.70mg/L TC:21.11mg/L IC:0.4083mg/L	0	50	
Unknown	TOC	500m_SP2_HWC_diluted1to20	77	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 10:43:14 PM	1	3	TC	74.35	20.30	TOC:20.70mg/L TC:21.11mg/L IC:0.4083mg/L	0	50	
Unknown	TOC	500m_SP2_HWC_diluted1to20	77	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 10:45:48 PM	1	1	IC	1.438	0.4176	TOC:20.70mg/L TC:21.11mg/L IC:0.4083mg/L	0	50	
Unknown	TOC	500m_SP2_HWC_diluted1to20	77	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 10:48:08 PM	1	2	IC	1.054	0.3061	TOC:20.70mg/L TC:21.11mg/L IC:0.4083mg/L	0	50	
Unknown	TOC	500m_SP2_HWC_diluted1to20	77	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 10:50:49 PM	1	3	IC	1.725	0.5010	TOC:20.70mg/L TC:21.11mg/L IC:0.4083mg/L	0	50	
Unknown	TOC	600m_SP1_HWC_diluted1to20	78	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 10:56:18 PM	1	1	TC	56.48	15.42	TOC:14.94mg/L TC:15.41mg/L IC:0.4707mg/L	0	50	
Unknown	TOC	600m_SP1_HWC_diluted1to20	78	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 10:59:05 PM	1	2	TC	56.36	15.39	TOC:14.94mg/L TC:15.41mg/L IC:0.4707mg/L	0	50	
Unknown	TOC	600m_SP1_HWC_diluted1to20	78	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 11:02:05 PM	1	3	TC	56.46	15.42	TOC:14.94mg/L TC:15.41mg/L IC:0.4707mg/L	0	50	
Unknown	TOC	600m_SP1_HWC_diluted1to20	78	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 11:04:39 PM	1	1	IC	1.726	0.5013	TOC:14.94mg/L TC:15.41mg/L IC:0.4707mg/L	0	50	
Unknown	TOC	600m_SP1_HWC_diluted1to20	78	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 11:07:21 PM	1	2	IC	1.683	0.4888	TOC:14.94mg/L TC:15.41mg/L IC:0.4707mg/L	0	50	
Unknown	TOC	600m_SP1_HWC_diluted1to20	78	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 11:09:52 PM	1	3	IC	1.453	0.4220	TOC:14.94mg/L TC:15.41mg/L IC:0.4707mg/L	0	50	
Unknown	TOC	200m_SPx_HWC_diluted1to20	79	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 11:15:22 PM	1	1	TC	71.92	19.64	TOC:19.31mg/L TC:19.77mg/L IC:0.4658mg/L	0	50	
Unknown	TOC	200m_SPx_HWC_diluted1to20	79	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 11:18:10 PM	1	2	TC	72.73	19.86	TOC:19.31mg/L TC:19.77mg/L IC:0.4658mg/L	0	50	
Unknown	TOC	200m_SPx_HWC_diluted1to20	79	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 11:21:00 PM	1	3	TC	72.57	19.82	TOC:19.31mg/L TC:19.77mg/L IC:0.4658mg/L	0	50	
Unknown	TOC	200m_SPx_HWC_diluted1to20	79	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 11:23:56 PM	1	1	IC	2.133	0.6195	TOC:19.31mg/L TC:19.77mg/L IC:0.4658mg/L	0	50	
Unknown	TOC	200m_SPx_HWC_diluted1to20	79	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 11:26:27 PM	1	2	IC	1.134	0.3294	TOC:19.31mg/L TC:19.77mg/L IC:0.4658mg/L	0	50	
Unknown	TOC	200m_SPx_HWC_diluted1to20	79	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 11:28:58 PM	1	3	IC	1.544	0.4484	TOC:19.31mg/L TC:19.77mg/L IC:0.4658mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	80	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 11:35:05 PM	1	1	TC	65.05	17.76	TOC:17.08mg/L TC:17.49mg/L IC:0.4006mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	80	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 11:38:15 PM	1	2	TC	64.02	17.48	TOC:17.08mg/L TC:17.49mg/L IC:0.4006mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	80	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 11:43:24 PM	1	3	TC	63.03	17.21	TOC:17.08mg/L TC:17.49mg/L IC:0.4006mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	80	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 11:46:21 PM	1	1	IC	2.308	0.6703	TOC:17.08mg/L TC:17.49mg/L IC:0.4006mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	80	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 11:48:52 PM	1	2	IC	0.8750	0.2541	TOC:17.08mg/L TC:17.49mg/L IC:0.4006mg/L	0	50	
Unknown	TOC	200m_SP2_HWC_diluted1to20	80	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		4/07/2018 11:51:02 PM	1	3	IC	0.9545	0.2772	TOC:17.08mg/L TC:17.49mg/L IC:0.4006mg/L	0	50	
Unknown	TOC	1000m_SP3_HWC_diluted1to20	81	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 11:56:36 PM	1	1	TC	242.7	66.27	TOC:65.82mg/L TC:66.24mg/L IC:0.4198mg/L	0	50	
Unknown	TOC	1000m_SP3_HWC_diluted1to20	81	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		4/07/2018 11:59:20 PM	1	2	TC	244.1	66.66	TOC:65.82mg/L TC:66.24mg/L IC:0.4198mg/L	0	50	
Unknown	TOC	1000m_SP3_HWC_diluted1to20	81	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 12:02:03 AM	1	3	TC	240.9	65.78	TOC:65.82mg/L TC:66.24mg/L IC:0.4198mg/L	0	50	
Unknown	TOC	1000m_SP3_HWC_diluted1to20	81	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 12:04:59 AM	1	1	IC	1.865	0.5417	TOC:65.82mg/L TC:66.24mg/L IC:0.4198mg/L	0	50	
Unknown	TOC	1000m_SP3_HWC_diluted1to20	81	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 12:07:27 AM	1	2	IC	1.225	0.3558	TOC:65.82mg/L TC:66.24mg/L IC:0.4198mg/L	0	50	
Unknown	TOC	1000m_SP3_HWC_diluted1to20	81	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 12:09:36 AM	1	3	IC	1.246	0.3619	TOC:65.82mg/L TC:66.24mg/L IC:0.4198mg/L	0	50	
Unknown	TOC	300m_SP2_HWC_diluted1to20	82	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 12:15:03 AM	1	1	TC	52.35	14.30	TOC:13.82mg/L TC:14.28mg/L IC:0.4540mg/L	0	50	
Unknown	TOC	300m_SP2_HWC_diluted1to20	82	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 12:17:48 AM	1	2	TC	52.57	14.36	TOC:13.82mg/L TC:14.28mg/L IC:0.4540mg/L	0	50	
Unknown	TOC	300m_SP2_HWC_diluted1to20	82	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 12:20:39 AM	1	3	TC	51.93	14.18	TOC:13.82mg/L TC:14.28mg/L IC:0.4540mg/L	0	50	
Unknown	TOC	300m_SP2_HWC_diluted1to20	82	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 12:23:34 AM	1	1	IC	1.386	0.4025	TOC:13.82mg/L TC:14.28mg/L IC:0.4540mg/L	0	50	
Unknown	TOC	300m_SP2_HWC_diluted1to20	82	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 12:25:45 AM	1	2	IC	1.074	0.3119	TOC:13.82mg/L TC:14.28mg/L IC:0.4540mg/L	0	50	
Unknown	TOC	300m_SP2_HWC_diluted1to20	82	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 12:28:04 AM	1	3	IC	2.229	0.6474	TOC:13.82mg/L TC:14.28mg/L IC:0.4540mg/L	0	50	
Unknown	TOC	600m_SP4_HWC_diluted1to20	83	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 12:36:00 AM	1	1	TC	77.27	21.10	TOC:19.69mg/L TC:20.12mg/L IC:0.4275mg/L	0	50	
Unknown	TOC	600m_SP4_HWC_diluted1to20	83	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 12:38:45 AM	1	2	TC	72.60	19.82	TOC:19.69mg/L TC:20.12mg/L IC:0.4275mg/L	0	50	
Unknown	TOC	600m_SP4_HWC_diluted1to20	83	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 12:41:30 AM	1	3	TC	71.12	19.42	TOC:19.69mg/L TC:20.12mg/L IC:0.4275mg/L	0	50	
Unknown	TOC	600m_SP4_HWC_diluted1to20	83	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 12:44:26 AM	1	1	IC	2.162	0.6279	TOC:19.69mg/L TC:20.12mg/L IC:0.4275mg/L	0	50	
Unknown	TOC	600m_SP4_HWC_diluted1to20	83	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 12:46:35 AM	1	2	IC	0.7410	0.2152	TOC:19.69mg/L TC:20.12mg/L IC:0.4275mg/L	0	50	
Unknown	TOC	600m_SP4_HWC_diluted1to20	83	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\IC Cal 10-100.2018_07_04_16_19_56.cal	1.00		5/07/2018 12:49:16 AM	1	3	IC	1.513	0.4394	TOC:19.69mg/L TC:20.12mg/L IC:0.4275mg/L	0	50	
Unknown	TOC	800m_SP3_HWC_diluted1to20	84	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 12:54:50 AM	1	1	TC	78.12	21.33	TOC:21.00mg/L TC:21.51mg/L IC:0.5041mg/L	0	50	
Unknown	TOC	800m_SP3_HWC_diluted1to20	84	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 12:57:55 AM	1	2	TC	79.46	21.70	TOC:21.00mg/L TC:21.51mg/L IC:0.5041mg/L	0	50	
Unknown	TOC	800m_SP3_HWC_diluted1to20	84	C:\TOC-L\Methods\2018-07-02_TOC_HWC.met	C:\TOC-L\CalCurves\TC10-100ppm.2018_07_04_15_33_35.cal	1.00		5/07/2018 1:00:58 AM	1	3	TC	78.71	21.49	TOC:21.00mg/L TC:21.51mg/L IC:0.5041mg/L	0	50	
